"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&base_name=Trilobita&interval=Devonian&show=coords,timecompare"
"Access Time","Sat 2024-12-07 13:57:49 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Trilobita"
"","interval","Devonian"
"","timerule","major"
"","taxon_status","all"
"","show","coords,timecompare"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat","time_contain","time_major","time_buffer","time_overlap"
"141508","occ","","","12143","Cornuproetus cornutus","species","431353","recombined as","Cornuproetus (Cornuproetus) cornutus","species","431352","Zlichovian","","407.6","393.3","4216","14.066667","49.916668","Emsian","Emsian","Emsian","Emsian"
"141509","occ","","","12143","Ignoproetus achbar","species","468462","","Ignoproetus achbar","species","468462","Zlichovian","","407.6","393.3","4216","14.066667","49.916668","Emsian","Emsian","Emsian","Emsian"
"141510","occ","37796","","12143","Sculptoproetus ufon","species","468049","recombined as","Sculptoproetus tepes ufon","subspecies","468048","Zlichovian","","407.6","393.3","65064","14.066667","49.916668","Emsian","Emsian","Emsian","Emsian"
"141511","occ","","","12143","Macroblepharum klukovicense","species","468300","subjective synonym of","Macroblepharum midas","species","468306","Zlichovian","","407.6","393.3","4216","14.066667","49.916668","Emsian","Emsian","Emsian","Emsian"
"141546","occ","","","12144","Phacops (Phacops) superstes","species","490142","recombined as","Pedinopariops superstes","species","490142","Late Emsian","","398.3","393.3","4216","14.395000","50.044998","Emsian","Emsian","Emsian","Emsian"
"141547","occ","","","12144","Odontochile sp. ?","genus","21665","","Odontochile","genus","21665","Late Emsian","","398.3","393.3","4216","14.395000","50.044998","Emsian","Emsian","Emsian","Emsian"
"141548","occ","","","12144","Cheirurus (Pilletopeltis) sternbergi","species","490559","recombined as","Crotalocephalus sternbergi","species","490554","Late Emsian","","398.3","393.3","4216","14.395000","50.044998","Emsian","Emsian","Emsian","Emsian"
"141549","occ","","","12144","Otarionella coronata","species","21276","species not entered","Otarionella","genus","21276","Late Emsian","","398.3","393.3","4216","14.395000","50.044998","Emsian","Emsian","Emsian","Emsian"
"141550","occ","","","12144","Leonaspis derelicta","species","466958","recombined as","Kettneraspis derelicta","species","466957","Late Emsian","","398.3","393.3","4216","14.395000","50.044998","Emsian","Emsian","Emsian","Emsian"
"141551","occ","","","12144","Thysanopeltella clementina","species","19703","species not entered","Thysanopeltella","genus","19703","Late Emsian","","398.3","393.3","4216","14.395000","50.044998","Emsian","Emsian","Emsian","Emsian"
"141552","occ","","","12144","Scabriscutellum holynense","species","19683","species not entered","Scabriscutellum","genus","19683","Late Emsian","","398.3","393.3","4216","14.395000","50.044998","Emsian","Emsian","Emsian","Emsian"
"141553","occ","","","12144","Macroblepharum perstes","species","468283","","Macroblepharum perstes","species","468283","Late Emsian","","398.3","393.3","4216","14.395000","50.044998","Emsian","Emsian","Emsian","Emsian"
"141554","occ","","","12144","Cyrtosymboloides superstes","species","468446","","Cyrtosymboloides superstes","species","468445","Late Emsian","","398.3","393.3","4216","14.395000","50.044998","Emsian","Emsian","Emsian","Emsian"
"141582","occ","","","12147","Phacops (Phacops) superstes","species","490142","recombined as","Pedinopariops superstes","species","490142","Early Emsian","","407.6","398.3","4216","14.395000","50.044998","Emsian","Emsian","Emsian","Emsian"
"141583","occ","","","12147","Phacops (Chotecops) glabrens","species","490122","recombined as","Chotecops glabrens","species","490122","Early Emsian","","407.6","398.3","4216","14.395000","50.044998","Emsian","Emsian","Emsian","Emsian"
"141584","occ","","","12147","Otarionella coronata","species","21276","species not entered","Otarionella","genus","21276","Early Emsian","","407.6","398.3","4216","14.395000","50.044998","Emsian","Emsian","Emsian","Emsian"
"141585","occ","","","12147","Leonaspis derelicta","species","466958","recombined as","Kettneraspis derelicta","species","466957","Early Emsian","","407.6","398.3","4216","14.395000","50.044998","Emsian","Emsian","Emsian","Emsian"
"141586","occ","","","12147","Scabriscutellum furciferum","species","466929","recombined as","Cavetia furcifera","species","466926","Early Emsian","","407.6","398.3","4216","14.395000","50.044998","Emsian","Emsian","Emsian","Emsian"
"141587","occ","","","12147","Macroblepharum perstes","species","468283","","Macroblepharum perstes","species","468283","Early Emsian","","407.6","398.3","4216","14.395000","50.044998","Emsian","Emsian","Emsian","Emsian"
"141588","occ","","","12147","Cyrtosymboloides superstes","species","468446","","Cyrtosymboloides superstes","species","468445","Early Emsian","","407.6","398.3","4216","14.395000","50.044998","Emsian","Emsian","Emsian","Emsian"
"141671","occ","","","12148","Phacops (Phacops) major","species","490409","recombined as","Pedinopariops major","species","490408","Early Devonian","Eifelian","419.2","387.7","4216","14.333333","49.500000","-","-","Emsian","Lochkovian, Pragian, Emsian, Eifelian"
"141672","occ","","","12148","Phacops (Phacops) superstes","species","490142","recombined as","Pedinopariops superstes","species","490142","Early Devonian","Eifelian","419.2","387.7","4216","14.333333","49.500000","-","-","Emsian","Lochkovian, Pragian, Emsian, Eifelian"
"141673","occ","","","12148","Phacops (Phacops) insequens","species","490140","recombined as","Pedinopariops insequens","species","490140","Early Devonian","Eifelian","419.2","387.7","4216","14.333333","49.500000","-","-","Emsian","Lochkovian, Pragian, Emsian, Eifelian"
"141674","occ","","","12148","Eocryphops sp.","genus","21562","","Eocryphops","genus","21562","Early Devonian","Eifelian","419.2","387.7","4216","14.333333","49.500000","-","-","Emsian","Lochkovian, Pragian, Emsian, Eifelian"
"141675","occ","","","12148","Struveaspis micromma","species","491944","","Struveaspis micromma","species","491943","Early Devonian","Eifelian","419.2","387.7","4216","14.333333","49.500000","-","-","Emsian","Lochkovian, Pragian, Emsian, Eifelian"
"141676","occ","","","12148","Struveaspis maroccanica","species","427883","","Struveaspis maroccanica","species","427883","Early Devonian","Eifelian","419.2","387.7","4216","14.333333","49.500000","-","-","Emsian","Lochkovian, Pragian, Emsian, Eifelian"
"141677","occ","","","12148","Cheirurus (Pilletopeltis) sp.","subgenus","490558","subjective synonym of","Crotalocephalus","genus","21509","Early Devonian","Eifelian","419.2","387.7","4216","14.333333","49.500000","-","-","Emsian","Lochkovian, Pragian, Emsian, Eifelian"
"141678","occ","","","12148","Otarion (Conoparia) rigunthis","species","490451","species not entered","Otarion (Conoparia)","subgenus","155231","Early Devonian","Eifelian","419.2","387.7","4216","14.333333","49.500000","-","-","Emsian","Lochkovian, Pragian, Emsian, Eifelian"
"141679","occ","","","12148","Cyphaspides sp.","genus","21133","","Cyphaspides","genus","21133","Early Devonian","Eifelian","419.2","387.7","4216","14.333333","49.500000","-","-","Emsian","Lochkovian, Pragian, Emsian, Eifelian"
"141680","occ","","","12148","Leonaspis derelicta","species","466958","recombined as","Kettneraspis derelicta","species","466957","Early Devonian","Eifelian","419.2","387.7","4216","14.333333","49.500000","-","-","Emsian","Lochkovian, Pragian, Emsian, Eifelian"
"141681","occ","","","12148","Leonaspis sp.","genus","19814","","Leonaspis","genus","19814","Early Devonian","Eifelian","419.2","387.7","4216","14.333333","49.500000","-","-","Emsian","Lochkovian, Pragian, Emsian, Eifelian"
"141682","occ","","","12148","Ceratonurus holynensis","species","19789","species not entered","Ceratonurus","genus","19789","Early Devonian","Eifelian","419.2","387.7","4216","14.333333","49.500000","-","-","Emsian","Lochkovian, Pragian, Emsian, Eifelian"
"141683","occ","","","12148","Perunaspis longispina","species","360282","recombined as","Acanthopyge (Perunaspis) longispinus","species","360264","Early Devonian","Eifelian","419.2","387.7","4216","14.333333","49.500000","-","-","Emsian","Lochkovian, Pragian, Emsian, Eifelian"
"141684","occ","","","12148","Lioharpes (Lioharpes) perneri","species","313608","species not entered","Lioharpes (Lioharpes)","subgenus","313608","Early Devonian","Eifelian","419.2","387.7","4216","14.333333","49.500000","-","-","Emsian","Lochkovian, Pragian, Emsian, Eifelian"
"141685","occ","","","12148","Scabriscutellum holynense","species","19683","species not entered","Scabriscutellum","genus","19683","Early Devonian","Eifelian","419.2","387.7","4216","14.333333","49.500000","-","-","Emsian","Lochkovian, Pragian, Emsian, Eifelian"
"141687","occ","","","12148","Cornuproetus holynensis ?","species","467922","recombined as","Buchiproetus holynensis","species","467921","Early Devonian","Eifelian","419.2","387.7","4216","14.333333","49.500000","-","-","Emsian","Lochkovian, Pragian, Emsian, Eifelian"
"141688","occ","","","12148","Sculptoproetus hostimensis","species","468047","","Sculptoproetus hostimensis","species","468047","Early Devonian","Eifelian","419.2","387.7","4216","14.333333","49.500000","-","-","Emsian","Lochkovian, Pragian, Emsian, Eifelian"
"141689","occ","","","12148","Macroblepharum tumidum","species","468290","","Macroblepharum tumidum","species","468290","Early Devonian","Eifelian","419.2","387.7","4216","14.333333","49.500000","-","-","Emsian","Lochkovian, Pragian, Emsian, Eifelian"
"141690","occ","","","12148","Macroblepharum africanum","species","468309","recombined as","Sculptoproetus africanus","species","444187","Early Devonian","Eifelian","419.2","387.7","4216","14.333333","49.500000","-","-","Emsian","Lochkovian, Pragian, Emsian, Eifelian"
"141691","occ","","","12148","Macroblepharum staminops","species","468289","","Macroblepharum staminops","species","468289","Early Devonian","Eifelian","419.2","387.7","4216","14.333333","49.500000","-","-","Emsian","Lochkovian, Pragian, Emsian, Eifelian"
"141692","occ","","","12148","Tafilaltaspis creber","species","468237","","Tafilaltaspis creber","species","468236","Early Devonian","Eifelian","419.2","387.7","4216","14.333333","49.500000","-","-","Emsian","Lochkovian, Pragian, Emsian, Eifelian"
"141693","occ","","","12148","Tafilaltaspis ravilon","species","155855","species not entered","Tafilaltaspis","genus","155855","Early Devonian","Eifelian","419.2","387.7","4216","14.333333","49.500000","-","-","Emsian","Lochkovian, Pragian, Emsian, Eifelian"
"141694","occ","","","12148","Cyrtosymboloides gyros","species","468444","","Cyrtosymboloides gyros","species","468444","Early Devonian","Eifelian","419.2","387.7","4216","14.333333","49.500000","-","-","Emsian","Lochkovian, Pragian, Emsian, Eifelian"
"141833","occ","","","12183","Phacops (Phacops) major","species","490409","recombined as","Pedinopariops major","species","490408","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141834","occ","","","12183","Phacops (Phacops) regius","species","490586","recombined as","Pedinopariops regius","species","490420","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141835","occ","","","12183","Signatops signatus","species","21773","species not entered","Signatops","genus","21773","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141836","occ","37804","","12183","Cheirurus (Pilletopeltis) racemifer","species","490558","subjective synonym of, species not entered","Crotalocephalus","genus","21509","Early Devonian","","419.2","393.3","65064","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141837","occ","","","12183","Crotalocephalina cruciata","species","21508","species not entered","Crotalocephalina","genus","21508","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141838","occ","","","12183","Otarion (Conoparia) rigunthis","species","490451","species not entered","Otarion (Conoparia)","subgenus","155231","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141839","occ","","","12183","Otarionella davidsoni","species","21276","species not entered","Otarionella","genus","21276","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141840","occ","","","12183","Cyphaspides cerberus","species","21133","species not entered","Cyphaspides","genus","21133","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141841","occ","","","12183","Leonaspis hoernesi","species","466962","recombined as","Leonaspis hoernesii","species","466960","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141842","occ","","","12183","Leonaspis truncata","species","19814","species not entered","Leonaspis","genus","19814","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141843","occ","","","12183","Radiaspis radiata","species","459369","subjective synonym of","Kettneraspis elliptica","species","459363","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141844","occ","","","12183","Ceratocephala aff. vesiculosa","species","19787","species not entered","Ceratocephala","genus","19787","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141845","occ","","","12183","Koneprusia subterarmata","species","19812","species not entered","Koneprusia","genus","19812","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141846","occ","","","12183","Lobopyge docekali","species","313746","recombined as","Acanthopyge (Lobopyge) docekali","species","313746","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141847","occ","","","12183","Harpes (Reticuloharpes) reticulatus","species","313574","recombined as","Harpes reticulatus","species","313574","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141848","occ","","","12183","Lioharpes (Fritchaspis) crassimargo","species","467559","recombined as","Lioharpes crassimargo","species","313619","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141849","occ","","","12183","Lioharpes (Fritchaspis) perneri","species","443959","subjective synonym of, species not entered","Lioharpes","genus","20659","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141850","occ","","","12183","Kielania convexa","species","20614","species not entered","Kielania","genus","20614","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141851","occ","","","12183","Scabriscutellum oblongum","species","19683","species not entered","Scabriscutellum","genus","19683","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141852","occ","","","12183","Scabriscutellum caelebs","species","19683","species not entered","Scabriscutellum","genus","19683","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141853","occ","37805","","12183","Scabriscutellum consimile","species","19683","species not entered","Scabriscutellum","genus","19683","Early Devonian","","419.2","393.3","65064","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141854","occ","","","12183","Scabriscutellum elongatum","species","19683","species not entered","Scabriscutellum","genus","19683","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141855","occ","","","12183","Kolihapeltis brevifrons","species","19593","species not entered","Kolihapeltis","genus","19593","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141856","occ","","","12183","Paralejurus dormitzeri","species","19647","species not entered","Paralejurus","genus","19647","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141857","occ","","","12183","Gerastos (Gerastos) tuberculatus","species","430558","recombined as","Gerastos tuberculatus","species","430556","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141858","occ","","","12183","Gerastos (Gerastos) confragosus","species","467911","recombined as","Gerastos confragosus","species","467910","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141859","occ","","","12183","Orbitoproetus orbitatus","species","431602","","Orbitoproetus orbitatus","species","431601","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141860","occ","","","12183","Orbitoproetus hawlei","species","468168","","Orbitoproetus hawlei","species","468167","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141861","occ","","","12183","Myoproetus myops","species","468796","","Myoproetus myops","species","468640","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141862","occ","","","12183","Unguliproetus unguloides","species","468342","","Unguliproetus unguloides","species","468341","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141863","occ","","","12183","Tropidocoryphe latens","species","21393","species not entered","Tropidocoryphe","genus","21393","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141864","occ","","","12183","Tropidocoryphe etemira","species","21393","species not entered","Tropidocoryphe","genus","21393","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141865","occ","","","12183","Tropidocoryphe vermon","species","21393","species not entered","Tropidocoryphe","genus","21393","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141866","occ","","","12183","Wolayella celox","species","468463","recombined as","Astycoryphe celox","species","468463","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141867","occ","","","12183","Alberticoryphe osmal ?","species","21067","species not entered","Alberticoryphe","genus","21067","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141868","occ","","","12183","Scharyia hecuba","species","21360","species not entered","Scharyia","genus","21360","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141869","occ","37806","","12183","Scharyia dadula","species","21360","species not entered","Scharyia","genus","21360","Early Devonian","","419.2","393.3","65064","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141870","occ","","","12183","Eremiproetus dufresnoyi","species","491965","","Eremiproetus dufresnoyi","species","491963","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141871","occ","","","12183","Eremiproetus charops","species","21171","species not entered","Eremiproetus","genus","21171","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141872","occ","","","12183","Phaetonellus pymon","species","21304","species not entered","Phaetonellus","genus","21304","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141873","occ","","","12183","Phaetonellus vaneki","species","21304","species not entered","Phaetonellus","genus","21304","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141874","occ","","","12183","Phaetonellus aloisi","species","21304","species not entered","Phaetonellus","genus","21304","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141875","occ","","","12183","Cornuproetus curtus","species","467919","","Cornuproetus curtus","species","467918","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141876","occ","","","12183","Buchiproetus complanatus","species","434201","","Buchiproetus complanatus","species","434198","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141877","occ","37807","","12183","Proetopeltis praeneglecta","species","468329","recombined as","Proetopeltis neglecta praeneglecta","subspecies","468328","Early Devonian","","419.2","393.3","65064","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141878","occ","","","12183","Ignoproetus fortoxin","species","468459","","Ignoproetus fortoxin","species","468459","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141879","occ","","","12183","Quadratoproetus pygolf","species","469735","","Quadratoproetus pygolf","species","469735","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141880","occ","41831","","12183","Dalejeproetus serus","species","468428","","Dalejeproetus serus","species","468427","Early Devonian","","419.2","393.3","65064","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141881","occ","","","12183","Tafilaltaspis ostalak","species","155855","species not entered","Tafilaltaspis","genus","155855","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141882","occ","","","12183","Tafilaltaspis velorex","species","155855","species not entered","Tafilaltaspis","genus","155855","Early Devonian","","419.2","393.3","4216","14.333333","49.500000","-","Emsian","Emsian","Lochkovian, Pragian, Emsian"
"141951","occ","","","12185","Trautensteinproetus tabasco","species","21390","subjective synonym of, species not entered","Xiphogonium","genus","21417","Zlichovian","Eifelian","407.6","387.7","4216","14.333333","49.500000","-","Emsian","Emsian","Emsian, Eifelian"
"143934","occ","","","12500","Mirabole sp.","genus","21253","","Mirabole","genus","21253","Late Famennian","","365.3","358.9","4245","108.300003","24.450001","Famennian","Famennian","Famennian","Famennian"
"143969","occ","","","12504","Mirabole sp.","genus","21253","","Mirabole","genus","21253","Late Famennian","","365.3","358.9","4245","108.300003","24.450001","Famennian","Famennian","Famennian","Famennian"
"147449","occ","","","13039","Trilobita indet.","class","19100","","Trilobita","class","19100","Pragian","","410.8","407.6","4289","109.333336","23.350000","Pragian","Pragian","Pragian","Pragian"
"156043","occ","","","13875","Trilobita indet.","class","19100","","Trilobita","class","19100","Helderbergian","Lochkovian","419.2","410.8","6163","25.400000","49.083332","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"156044","occ","","","13875","Acastella heberti","species","491790","","Acastella heberti","species","491789","Helderbergian","Lochkovian","419.2","410.8","6163","25.400000","49.083332","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"156045","occ","","","13875","Warburgella rugulosa","species","431646","recombined as","Warburgella (Rugulites) rugulosa","species","431645","Helderbergian","Lochkovian","419.2","410.8","6163","25.400000","49.083332","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"156067","occ","","","13875","Acastella prima","species","21425","species not entered","Acastella","genus","21425","Helderbergian","Lochkovian","419.2","410.8","6163","25.400000","49.083332","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"156081","occ","","","13876","Warburgella rugulosa","species","431646","recombined as","Warburgella (Rugulites) rugulosa","species","431645","Lochkovian","","419.2","410.8","6163","25.799999","49.016666","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"156092","occ","","","13876","Trilobita indet.","class","19100","","Trilobita","class","19100","Lochkovian","","419.2","410.8","6163","25.799999","49.016666","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"156093","occ","","","13876","Acastella trio","species","21425","species not entered","Acastella","genus","21425","Lochkovian","","419.2","410.8","6163","25.799999","49.016666","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"156103","occ","","","13877","Acastella sp.","genus","21425","","Acastella","genus","21425","Pridoli","Lochkovian","423","410.8","6164","21.083332","50.900002","-","Lochkovian","Lochkovian","Lochkovian"
"156104","occ","","","13877","Treveropyge sp.","genus","21802","","Treveropyge","genus","21802","Pridoli","Lochkovian","423","410.8","6164","21.083332","50.900002","-","Lochkovian","Lochkovian","Lochkovian"
"156115","occ","","","13878","Acastella elsana","species","491938","recombined as","Acastella heberti elsana","subspecies","491937","Lochkovian","","419.2","410.8","6164","21.083332","50.900002","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"156116","occ","","","13878","Acastella tiro","species","491379","","Acastella tiro","species","491379","Lochkovian","","419.2","410.8","6164","21.083332","50.900002","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"156117","occ","","","13878","Podolites rugulosus","species","468326","recombined as","Warburgella (Rugulites) rugulosa","species","431645","Lochkovian","","419.2","410.8","6164","21.083332","50.900002","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"156118","occ","","","13878","Acastella sp.","genus","21425","","Acastella","genus","21425","Lochkovian","","419.2","410.8","6164","21.083332","50.900002","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"156119","occ","","","13878","Acastava sp.","genus","21423","","Acastava","genus","21423","Lochkovian","","419.2","410.8","6164","21.083332","50.900002","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"156120","occ","","","13878","Treveropyge ebbae","species","491351","recombined as","Ganetops ebbae","species","491350","Lochkovian","","419.2","410.8","6164","21.083332","50.900002","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"156163","occ","","","13879","Acastella sp.","genus","21425","","Acastella","genus","21425","Helderbergian","Pragian","419.2","407.6","6164","21.083332","50.900002","-","Lochkovian","Lochkovian, Pragian","Lochkovian, Pragian"
"156164","occ","","","13879","Acastava sp.","genus","21423","","Acastava","genus","21423","Helderbergian","Pragian","419.2","407.6","6164","21.083332","50.900002","-","Lochkovian","Lochkovian, Pragian","Lochkovian, Pragian"
"156165","occ","","","13879","Acastoides sp.","genus","21427","","Acastoides","genus","21427","Helderbergian","Pragian","419.2","407.6","6164","21.083332","50.900002","-","Lochkovian","Lochkovian, Pragian","Lochkovian, Pragian"
"156166","occ","","","13879","Phacopina sp.","genus","21700","","Phacopina","genus","21700","Helderbergian","Pragian","419.2","407.6","6164","21.083332","50.900002","-","Lochkovian","Lochkovian, Pragian","Lochkovian, Pragian"
"156167","occ","","","13879","Pseudocryphaeus ? sp.","genus","21738","","Pseudocryphaeus","genus","21738","Helderbergian","Pragian","419.2","407.6","6164","21.083332","50.900002","-","Lochkovian","Lochkovian, Pragian","Lochkovian, Pragian"
"156168","occ","","","13879","Paracryphaeus ? sp.","genus","21684","","Paracryphaeus","genus","21684","Helderbergian","Pragian","419.2","407.6","6164","21.083332","50.900002","-","Lochkovian","Lochkovian, Pragian","Lochkovian, Pragian"
"156169","occ","","","13879","Podolites rugulosus","species","468326","recombined as","Warburgella (Rugulites) rugulosa","species","431645","Helderbergian","Pragian","419.2","407.6","6164","21.083332","50.900002","-","Lochkovian","Lochkovian, Pragian","Lochkovian, Pragian"
"156170","occ","","","13879","Otarion sp.","genus","21275","","Otarion","genus","21275","Helderbergian","Pragian","419.2","407.6","6164","21.083332","50.900002","-","Lochkovian","Lochkovian, Pragian","Lochkovian, Pragian"
"156171","occ","","","13879","Digonus n. sp. bostoviensis","species","491906","recombined as","Wenndorfia bostoviensis","species","491906","Helderbergian","Pragian","419.2","407.6","6164","21.083332","50.900002","-","Lochkovian","Lochkovian, Pragian","Lochkovian, Pragian"
"156190","occ","","","13881","Acastella sp.","genus","21425","","Acastella","genus","21425","Lochkovian","","419.2","410.8","6164","21.566668","51.250000","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"156203","occ","","","13881","Acastella heberti","species","491790","","Acastella heberti","species","491789","Lochkovian","","419.2","410.8","6164","21.566668","51.250000","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"156249","occ","","","13886","Acastella sp.","genus","21425","","Acastella","genus","21425","Lochkovian","","419.2","410.8","6164","19.466667","51.750000","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"156250","occ","","","13886","Acastella elsana","species","491938","recombined as","Acastella heberti elsana","subspecies","491937","Lochkovian","","419.2","410.8","6164","19.466667","51.750000","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
