"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&base_name=Trilobita&interval=Devonian&show=coords,timecompare"
"Access Time","Sat 2024-12-07 13:57:49 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Trilobita"
"","interval","Devonian"
"","timerule","major"
"","taxon_status","all"
"","show","coords,timecompare"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat","time_contain","time_major","time_buffer","time_overlap"
"1655394","occ","","","157754","n. gen. Euproetus n. sp. bivallatus","species","491470","recombined as","Richteraspis bivallatus","species","491470","Late Frasnian","","375.4","372.2","34748","8.345000","50.735001","Frasnian","Frasnian","Frasnian","Frasnian"
"1655398","occ","","","157754","Drevermannia ? n. sp. formosa","species","432654","recombined as","Formonia formosa","species","432654","Late Frasnian","","375.4","372.2","34748","8.345000","50.735001","Frasnian","Frasnian","Frasnian","Frasnian"
"1655399","occ","","","157754","Drevermannia ? n. sp. globigenata","species","491472","","Drevermannia globigenata","species","491472","Late Frasnian","","375.4","372.2","34748","8.345000","50.735001","Frasnian","Frasnian","Frasnian","Frasnian"
"1655400","occ","","","157754","Cyrtosymbole n. sp. calymmene","species","432545","recombined as","Cyrtosymbole (Calybole) calymmene","species","432545","Late Frasnian","","375.4","372.2","34748","8.345000","50.735001","Frasnian","Frasnian","Frasnian","Frasnian"
"1655401","occ","","","157754","Drevermannia n. sp. nodannulata","species","432038","recombined as","Rudybole nodannulata","species","432038","Late Frasnian","","375.4","372.2","34748","8.345000","50.735001","Frasnian","Frasnian","Frasnian","Frasnian"
"1655413","occ","","","234926","Phacops (Cryphops) acuticeps","species","443844","recombined as","Phacops (Trimerocephalus) acuticeps","species","443842","Late Frasnian","","375.4","372.2","9925","8.812778","51.375000","Frasnian","Frasnian","Frasnian","Frasnian"
"1655414","occ","","","234927","Drevermannia nodannulata","species","432038","recombined as","Rudybole nodannulata","species","432038","Frasnian","","382.7","372.2","9925","8.812778","51.375000","Frasnian","Frasnian","Frasnian","Frasnian"
"1655415","occ","","","234928","Dechenella n. sp. martenbergensis","species","431963","recombined as","Clavibole martenbergensis","species","431963","Frasnian","","382.7","372.2","9925","8.812778","51.375000","Frasnian","Frasnian","Frasnian","Frasnian"
"1655416","occ","","","234928","Proetus (Cornuproetus) bivallatus","species","491484","recombined as","Richteraspis bivallatus","species","491470","Frasnian","","382.7","372.2","9925","8.812778","51.375000","Frasnian","Frasnian","Frasnian","Frasnian"
"1655417","occ","","","234929","Phacops koeneni","species","491436","recombined as","Chlupacops koeneni","species","491436","Givetian","","387.7","382.7","9925","8.812778","51.375000","Givetian","Givetian","Givetian","Givetian"
"1655418","occ","","","217011","Harpes neogracilis","species","140534","recombined as","Eskoharpes neogracilis","species","140534","Late Frasnian","","375.4","372.2","9925","8.812778","51.375000","Frasnian","Frasnian","Frasnian","Frasnian"
"1655419","occ","","","217011","Scutellum costatum","species","19684","species not entered","Scutellum","genus","19684","Late Frasnian","","375.4","372.2","9925","8.812778","51.375000","Frasnian","Frasnian","Frasnian","Frasnian"
"1655439","occ","","","234931","Phacops (Phacops) granulatus","species","490618","","Phacops (Phacops) granulatus","species","490059","Late Famennian","","365.3","358.9","88480","-4.367500","50.614445","Famennian","Famennian","Famennian","Famennian"
"1655440","occ","","","234931","Phacops (Phacops) accipitrinus","species","444786","recombined as","Omegops accipitrinus","species","444791","Late Famennian","","365.3","358.9","88480","-4.367500","50.614445","Famennian","Famennian","Famennian","Famennian"
"1655477","occ","","","234932","Phacops (Phacops) granulatus","species","490618","","Phacops (Phacops) granulatus","species","490059","Late Famennian","","365.3","358.9","88480","-4.492778","50.631111","Famennian","Famennian","Famennian","Famennian"
"1655478","occ","","","234932","Phacops (Phacops) accipitrinus","species","444786","recombined as","Omegops accipitrinus","species","444791","Late Famennian","","365.3","358.9","88480","-4.492778","50.631111","Famennian","Famennian","Famennian","Famennian"
"1655479","occ","","","234932","Phacops (Phacops) wedekindi","species","490056","recombined as","Rabienops wedekindi","species","490056","Late Famennian","","365.3","358.9","88480","-4.492778","50.631111","Famennian","Famennian","Famennian","Famennian"
"1655480","occ","","","234932","Phacops (Phacops) ensae","species","491458","recombined as","Weyerites ensae","species","491458","Late Famennian","","365.3","358.9","88480","-4.492778","50.631111","Famennian","Famennian","Famennian","Famennian"
"1655481","occ","","","234932","Phacops (Cryphops) wocklumeriae","species","490538","recombined as","Spinicryphops wocklumeriae","species","490538","Late Famennian","","365.3","358.9","88480","-4.492778","50.631111","Famennian","Famennian","Famennian","Famennian"
"1655482","occ","","","234932","Phacops (Dianops) sp.","subgenus","21701","obsolete variant of","Phacops","genus","21701","Late Famennian","","365.3","358.9","88480","-4.492778","50.631111","Famennian","Famennian","Famennian","Famennian"
"1655483","occ","","","234932","Chaunoproetus aff. carnicus","species","468558","recombined as","Chaunoproetus (Chaunoproetus) carnicus","species","468557","Late Famennian","","365.3","358.9","88480","-4.492778","50.631111","Famennian","Famennian","Famennian","Famennian"
"1655510","occ","","","234936","Phacops (Phacops) granulatus","species","490618","","Phacops (Phacops) granulatus","species","490059","Late Famennian","","365.3","358.9","88480","-4.402500","50.660557","Famennian","Famennian","Famennian","Famennian"
"1655511","occ","","","234936","Phacops (Phacops) accipitrinus","species","444786","recombined as","Omegops accipitrinus","species","444791","Late Famennian","","365.3","358.9","88480","-4.402500","50.660557","Famennian","Famennian","Famennian","Famennian"
"1655512","occ","","","234936","Phacops (Cryphops) ensae","species","491458","recombined as","Weyerites ensae","species","491458","Late Famennian","","365.3","358.9","88480","-4.402500","50.660557","Famennian","Famennian","Famennian","Famennian"
"1655513","occ","","","234936","Cyrtosymbole (Waribole) cf. warsteinensis","species","434053","recombined as","Waribole (Waribole) warsteinensis","species","434052","Late Famennian","","365.3","358.9","88480","-4.402500","50.660557","Famennian","Famennian","Famennian","Famennian"
"1655514","occ","","","234936","Cyrtosymbole (Waribole) aff. conifera","species","468089","recombined as","Pseudowaribole (Pseudowaribole) conifer","species","468089","Late Famennian","","365.3","358.9","88480","-4.402500","50.660557","Famennian","Famennian","Famennian","Famennian"
"1655515","occ","","","234936","Cyrtosymbole (Waribole) aff. italica","species","491516","recombined as","Waribole italica","species","491514","Late Famennian","","365.3","358.9","88480","-4.402500","50.660557","Famennian","Famennian","Famennian","Famennian"
"1655516","occ","","","234936","Cyrtosymbole (Macrobole) aff. bergica","species","491511","recombined as","Platybole bergica","species","491511","Late Famennian","","365.3","358.9","88480","-4.402500","50.660557","Famennian","Famennian","Famennian","Famennian"
"1655517","occ","","","234936","Cyrtosymbole (Cyrtosymbole) cf. nepia","species","491509","recombined as","Platybole nepia","species","491509","Late Famennian","","365.3","358.9","88480","-4.402500","50.660557","Famennian","Famennian","Famennian","Famennian"
"1655518","occ","","","234937","Cyrtosymbole n. sp. bergica","species","491511","recombined as","Platybole bergica","species","491511","Late Famennian","","365.3","358.9","9925","7.183333","51.266666","Famennian","Famennian","Famennian","Famennian"
"1655521","occ","","","172533","Cyrtosymbole (Waribole) avita","species","491520","recombined as","Cyrtosymbole (Bonnaspidella) avita","species","491519","Late Famennian","","365.3","358.9","9925","7.820000","51.389999","Famennian","Famennian","Famennian","Famennian"
"1655522","occ","","","172533","Cyrtosymbole nepia","species","491509","recombined as","Platybole nepia","species","491509","Late Famennian","","365.3","358.9","9925","7.820000","51.389999","Famennian","Famennian","Famennian","Famennian"
"1655523","occ","","","172533","Typhloproetus subcarintiacus","species","434165","recombined as","Helioproetus subcarintiacus","species","434164","Late Famennian","","365.3","358.9","9925","7.820000","51.389999","Famennian","Famennian","Famennian","Famennian"
"1655524","occ","","","172533","Drevermannia ? carnica","species","468557","recombined as","Chaunoproetus (Chaunoproetus) carnicus","species","468557","Late Famennian","","365.3","358.9","9925","7.820000","51.389999","Famennian","Famennian","Famennian","Famennian"
"1655525","occ","","","172533","Chaunoproetus palensis","species","434161","recombined as","Chaunoproetus (Chaunoproetus) palensis","species","431731","Late Famennian","","365.3","358.9","9925","7.820000","51.389999","Famennian","Famennian","Famennian","Famennian"
"1655526","occ","","","172533","Skemmatopyge tietzei","species","430330","","Skemmatopyge tietzei","species","430330","Late Famennian","","365.3","358.9","9925","7.820000","51.389999","Famennian","Famennian","Famennian","Famennian"
"1655527","occ","","","172533","Phacops (Dianops) indet.","subgenus","21701","obsolete variant of","Phacops","genus","21701","Late Famennian","","365.3","358.9","9925","7.820000","51.389999","Famennian","Famennian","Famennian","Famennian"
"1655528","occ","","","234938","Cyrtosymbole (Waribole) avita","species","491520","recombined as","Cyrtosymbole (Bonnaspidella) avita","species","491519","Late Famennian","","365.3","358.9","10294","11.381111","50.633331","Famennian","Famennian","Famennian","Famennian"
"1655529","occ","","","234938","Typhloproetus subcarintiacus","species","434165","recombined as","Helioproetus subcarintiacus","species","434164","Late Famennian","","365.3","358.9","10294","11.381111","50.633331","Famennian","Famennian","Famennian","Famennian"
"1655530","occ","","","234938","Drevermannia carnica ?","species","468557","recombined as","Chaunoproetus (Chaunoproetus) carnicus","species","468557","Late Famennian","","365.3","358.9","10294","11.381111","50.633331","Famennian","Famennian","Famennian","Famennian"
"1655531","occ","","","234938","Phacops (Cryphops) ensae","species","491458","recombined as","Weyerites ensae","species","491458","Late Famennian","","365.3","358.9","10294","11.381111","50.633331","Famennian","Famennian","Famennian","Famennian"
"1655532","occ","","","234939","Drevermannia ? n. sp. carnica","species","468557","recombined as","Chaunoproetus (Chaunoproetus) carnicus","species","468557","Famennian","","372.2","358.9","34748","13.000000","46.666668","Famennian","Famennian","Famennian","Famennian"
"1655533","occ","","","234939","Proetus n. sp. carintiacus","species","437329","recombined as","Helioproetus carintiacus","species","437329","Famennian","","372.2","358.9","34748","13.000000","46.666668","Famennian","Famennian","Famennian","Famennian"
"1655540","occ","","","223449","Phacops cryptophthalmus","species","444348","recombined as","Cryphops cryptophthalmus","species","444348","Late Famennian","","365.3","358.9","88487","8.175000","50.709999","Famennian","Famennian","Famennian","Famennian"
"1655541","occ","","","223449","Phacops granulatus","species","444170","","Phacops granulatus","species","444170","Late Famennian","","365.3","358.9","88487","8.175000","50.709999","Famennian","Famennian","Famennian","Famennian"
"1655542","occ","","","223449","Phacops caecus","species","491525","recombined as","Trimerocephalus caecus","species","491525","Late Famennian","","365.3","358.9","88487","8.175000","50.709999","Famennian","Famennian","Famennian","Famennian"
"1655543","occ","","","223449","Phacops n. sp. sulcatus","species","491532","recombined as","Trimerocephalus sulcatus","species","491532","Late Famennian","","365.3","358.9","88487","8.175000","50.709999","Famennian","Famennian","Famennian","Famennian"
"1655544","occ","","","223449","Phacops n. sp. brevissimus","species","491530","recombined as","Trimerocephalus brevissimus","species","491530","Late Famennian","","365.3","358.9","88487","8.175000","50.709999","Famennian","Famennian","Famennian","Famennian"
"1655545","occ","","","223449","Phacops cf. mastophthalmus","species","444372","recombined as","Trimerocephalus mastophthalmus","species","444372","Late Famennian","","365.3","358.9","88487","8.175000","50.709999","Famennian","Famennian","Famennian","Famennian"
"1655546","occ","","","223449","Phacops (Trimerocephalus) anophthalmus","species","490497","recombined as","Dianops anophthalmus","species","490497","Late Famennian","","365.3","358.9","88487","8.175000","50.709999","Famennian","Famennian","Famennian","Famennian"
"1655547","occ","","","223449","Phacops ? (Trimerocephalus) n. sp. lotzi","species","491534","recombined as","Trimerocephalus lotzi","species","491534","Late Famennian","","365.3","358.9","88487","8.175000","50.709999","Famennian","Famennian","Famennian","Famennian"
"1655548","occ","","","223449","Phacops (Trimerocephalus) n. sp. miserrimus","species","443846","recombined as","Houseops miserrimus","species","443846","Late Famennian","","365.3","358.9","88487","8.175000","50.709999","Famennian","Famennian","Famennian","Famennian"
"1655549","occ","","","223449","Proetus ? n. sp. carintiacus","species","437329","recombined as","Helioproetus carintiacus","species","437329","Late Famennian","","365.3","358.9","88487","8.175000","50.709999","Famennian","Famennian","Famennian","Famennian"
"1655550","occ","","","223449","Dechenella aff. romanovskii","species","491529","obsolete variant of","Dechenella romanovski","species","431129","Late Famennian","","365.3","358.9","88487","8.175000","50.709999","Famennian","Famennian","Famennian","Famennian"
"1655553","occ","","","234941","Trimerocephalus (Trifoliops) nigritus","species","444361","recombined as","Trimerocephalus nigritus","species","444361","Early Famennian","","372.2","368.5","78536","-2.408333","30.225000","Famennian","Famennian","Famennian","Famennian"
"1655554","occ","","","234942","Trimerocephalus caecus","species","491526","","Trimerocephalus caecus","species","491525","Early Famennian","","372.2","368.5","78536","-2.100000","29.950001","Famennian","Famennian","Famennian","Famennian"
"1655556","occ","","","234943","Phacops n. sp. tamtertensis","species","491539","","Phacops tamtertensis","species","491539","Early Famennian","Middle Famennian","372.2","365.3","78536","-1.883333","29.916668","Famennian","Famennian","Famennian","Famennian"
"1655557","occ","","","234944","Dianops n. sp. algeriensis","species","491548","","Dianops algeriensis","species","491548","Middle Famennian","","368.5","365.3","78536","-1.883333","29.916668","Famennian","Famennian","Famennian","Famennian"
"1655558","occ","","","234944","Dianops vicarius","species","491547","","Dianops vicarius","species","491546","Middle Famennian","","368.5","365.3","78536","-1.883333","29.916668","Famennian","Famennian","Famennian","Famennian"
"1655559","occ","","","234944","Dianops typhlops","species","491542","","Dianops typhlops","species","491541","Middle Famennian","","368.5","365.3","78536","-1.883333","29.916668","Famennian","Famennian","Famennian","Famennian"
"1655560","occ","","","234944","Phacops n. sp. zeregensis","species","491540","","Phacops zeregensis","species","491540","Middle Famennian","","368.5","365.3","78536","-1.883333","29.916668","Famennian","Famennian","Famennian","Famennian"
"1655561","occ","","","234945","Trimerocephalus (Trifoliops) nigritus","species","444361","recombined as","Trimerocephalus nigritus","species","444361","Middle Famennian","","368.5","365.3","78536","-1.966667","29.933332","Famennian","Famennian","Famennian","Famennian"
"1655562","occ","","","234946","Phacops n. sp. circumspectans","species","490092","","Phacops circumspectans","species","490092","Late Famennian","","365.3","358.9","21937","7.183333","51.266666","Famennian","Famennian","Famennian","Famennian"
"1655571","occ","","","234948","Chotecops cf. zizensis","species","491552","","Chotecops zizensis","species","491552","Early Givetian","","387.7","385.9","71742","-4.283333","31.250000","Givetian","Givetian","Givetian","Givetian"
"1655572","occ","","","234948","Orbitoproetus (Helmutia) rissanensis","species","468170","recombined as","Helmutia rissanensis","species","468170","Early Givetian","","387.7","385.9","71742","-4.283333","31.250000","Givetian","Givetian","Givetian","Givetian"
"1655573","occ","","","234949","Orbitoproetus (Helmutia) rissanensis","species","468170","recombined as","Helmutia rissanensis","species","468170","Late Eifelian","","390.3","387.7","71742","-4.283333","31.250000","Eifelian","Eifelian","Eifelian","Eifelian"
"1655574","occ","","","234949","Chotecops cf. zizensis","species","491552","","Chotecops zizensis","species","491552","Late Eifelian","","390.3","387.7","71742","-4.283333","31.250000","Eifelian","Eifelian","Eifelian","Eifelian"
"1655575","occ","","","234950","Orbitoproetus (Helmutia) n. sp. rissanensis","species","468170","recombined as","Helmutia rissanensis","species","468170","Early Givetian","","387.7","385.9","71742","-4.283333","31.250000","Givetian","Givetian","Givetian","Givetian"
"1655576","occ","","","234951","Gerastos aff. granulosus","species","467937","","Gerastos granulosus","species","467936","Late Eifelian","","390.3","387.7","71742","-5.433333","30.700001","Eifelian","Eifelian","Eifelian","Eifelian"
"1655577","occ","","","234951","Cornuproetus (Cornuproetus) n. sp. oudrissensis","species","491556","","Cornuproetus (Cornuproetus) oudrissensis","species","491556","Late Eifelian","","390.3","387.7","71742","-5.433333","30.700001","Eifelian","Eifelian","Eifelian","Eifelian"
"1655578","occ","","","234952","Kettneraspis pigra","species","459358","","Kettneraspis pigra","species","459357","Late Eifelian","","390.3","387.7","71742","-4.283333","31.250000","Eifelian","Eifelian","Eifelian","Eifelian"
"1655640","occ","","","234962","Hypsipariops vagabundus","species","492319","","Hypsipariops vagabundus","species","467587","Late Eifelian","","390.3","387.7","88494","-4.990000","31.032499","Eifelian","Eifelian","Eifelian","Eifelian"
"1655641","occ","","","234962","Cyberella lemkei","species","468370","","Cyberella lemkei","species","468370","Late Eifelian","","390.3","387.7","88494","-4.990000","31.032499","Eifelian","Eifelian","Eifelian","Eifelian"
"1655642","occ","","","234962","Drotops armatus","species","491557","","Drotops armatus","species","491557","Late Eifelian","","390.3","387.7","88494","-4.990000","31.032499","Eifelian","Eifelian","Eifelian","Eifelian"
"1655652","occ","","","234963","Drotops megalomanicus","species","491559","","Drotops megalomanicus","species","491559","Eifelian","","393.3","387.7","88495","-5.130040","31.138113","Eifelian","Eifelian","Eifelian","Eifelian"
"1655653","occ","","","234963","Drotops n. sp. subornatus","species","491569","recombined as","Drotops megalomanicus subornatus","subspecies","491568","Eifelian","","393.3","387.7","88495","-5.130040","31.138113","Eifelian","Eifelian","Eifelian","Eifelian"
"1655665","occ","","","234966","Pedinopariops (Hypsipariops) lyncops","species","467586","","Pedinopariops (Hypsipariops) lyncops","species","467586","Early Givetian","","387.7","385.9","88495","4.650000","50.066666","Givetian","Givetian","Givetian","Givetian"
"1655692","occ","","","234969","Phacops (Phacops) n. sp. maretiolensis","species","444789","recombined as","Omegops maretiolensis","species","444787","Late Famennian","","365.3","358.9","88506","3.150000","50.666668","Famennian","Famennian","Famennian","Famennian"
"1655693","occ","","","234970","Omegops n. sp. tilabadensis","species","491575","","Omegops tilabadensis","species","491575","Late Famennian","","365.3","358.9","88507","55.456390","36.923611","Famennian","Famennian","Famennian","Famennian"
"1655694","occ","","","234971","Omegops tilabadensis","species","491575","","Omegops tilabadensis","species","491575","Late Famennian","","365.3","358.9","88507","55.456390","36.923611","Famennian","Famennian","Famennian","Famennian"
"1655696","occ","","","234973","Omegops tilabadensis","species","491575","","Omegops tilabadensis","species","491575","Late Famennian","","365.3","358.9","88507","55.456390","36.923611","Famennian","Famennian","Famennian","Famennian"
"1655697","occ","","","234974","Omegops tilabadensis","species","491575","","Omegops tilabadensis","species","491575","Late Famennian","","365.3","358.9","88507","55.456390","36.923611","Famennian","Famennian","Famennian","Famennian"
"1655997","occ","","","222843","Phacops latifrons","species","472131","","Phacops latifrons","species","472131","Eifelian","","393.3","387.7","88530","6.666667","50.216667","Eifelian","Eifelian","Eifelian","Eifelian"
"1655998","occ","","","222843","Harpes macrocephalus","species","313562","","Harpes macrocephalus","species","313562","Eifelian","","393.3","387.7","88530","6.666667","50.216667","Eifelian","Eifelian","Eifelian","Eifelian"
"1656002","occ","","","235079","Cyphaspides n. sp. ammari","species","491723","","Cyphaspides ammari","species","491723","Early Eifelian","","393.3","390.3","88539","-3.891389","31.271944","Eifelian","Eifelian","Eifelian","Eifelian"
"1656003","occ","","","235080","Cyphaspides n. sp. nicoleae","species","491724","","Cyphaspides nicoleae","species","491724","Early Eifelian","","393.3","390.3","88539","-4.467778","31.526667","Eifelian","Eifelian","Eifelian","Eifelian"
"1656004","occ","","","235080","Cyphaspides n. sp. pankowskiorum","species","491725","","Cyphaspides pankowskiorum","species","491725","Early Eifelian","","393.3","390.3","88539","-4.467778","31.526667","Eifelian","Eifelian","Eifelian","Eifelian"
"1656005","occ","","","235081","Cyphaspides ammari","species","491723","","Cyphaspides ammari","species","491723","Early Eifelian","","393.3","390.3","88539","-4.057778","31.376944","Eifelian","Eifelian","Eifelian","Eifelian"
"1656086","occ","","","13878","Trilobita indet.","class","19100","","Trilobita","class","19100","Lochkovian","","419.2","410.8","88552","21.083332","50.900002","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"1656110","occ","","","235100","Metacanthina n. sp. maderensis","species","492022","recombined as","Platykardiapyge maderensis","species","492022","Pragian","","410.8","407.6","88560","-5.023611","30.956112","Pragian","Pragian","Pragian","Pragian"
"1656111","occ","","","235101","Treveropyge iberica","species","492033","","Treveropyge iberica","species","492032","Early Emsian","","407.6","398.3","88349","-5.241667","42.849998","Emsian","Emsian","Emsian","Emsian"
"1656112","occ","","","235101","Treveropyge ? acrifrons","species","492031","","Treveropyge acrifrons","species","492031","Early Emsian","","407.6","398.3","88349","-5.241667","42.849998","Emsian","Emsian","Emsian","Emsian"
"1656113","occ","","","235101","Kayserops obsoletus","species","491348","recombined as","Braunops obsoletus","species","491348","Early Emsian","","407.6","398.3","88349","-5.241667","42.849998","Emsian","Emsian","Emsian","Emsian"
"1656114","occ","","","235101","Delocare rostrata","species","21531","species not entered","Delocare","genus","21531","Early Emsian","","407.6","398.3","88349","-5.241667","42.849998","Emsian","Emsian","Emsian","Emsian"
"1656115","occ","","","235101","Proetus n. sp. informal","genus","21327","","Proetus","genus","21327","Early Emsian","","407.6","398.3","88349","-5.241667","42.849998","Emsian","Emsian","Emsian","Emsian"
"1656116","occ","","","235101","Proetus (Longiproetus) sp.","subgenus","408160","obsolete variant of","Longiproetus","genus","21240","Early Emsian","","407.6","398.3","88349","-5.241667","42.849998","Emsian","Emsian","Emsian","Emsian"
"1656117","occ","","","235101","Cornuproetus (Cornuproetus) chouberti","species","467885","recombined as","Paralepidoproetus chouberti","species","467885","Early Emsian","","407.6","398.3","88349","-5.241667","42.849998","Emsian","Emsian","Emsian","Emsian"
"1656118","occ","","","235101","Otarion aff. druida","species","21275","species not entered","Otarion","genus","21275","Early Emsian","","407.6","398.3","88349","-5.241667","42.849998","Emsian","Emsian","Emsian","Emsian"
"1656119","occ","","","235101","Trimerus (Dipleura) sp.","subgenus","21805","obsolete variant of","Trimerus","genus","21805","Early Emsian","","407.6","398.3","88349","-5.241667","42.849998","Emsian","Emsian","Emsian","Emsian"
"1656120","occ","","","235101","Burmeisteria pradoana","species","21474","species not entered","Burmeisteria","genus","21474","Early Emsian","","407.6","398.3","88349","-5.241667","42.849998","Emsian","Emsian","Emsian","Emsian"
"1656121","occ","","","235101","Phacops saberensis","species","490134","obsolete variant of","Phacops (Phacops) saberensis","species","490134","Early Emsian","","407.6","398.3","88349","-5.241667","42.849998","Emsian","Emsian","Emsian","Emsian"
"1656122","occ","","","235101","Acastava n. sp. informal","genus","21423","","Acastava","genus","21423","Early Emsian","","407.6","398.3","88349","-5.241667","42.849998","Emsian","Emsian","Emsian","Emsian"
"1656123","occ","","","235101","Leonaspis aff. maura","species","19814","species not entered","Leonaspis","genus","19814","Early Emsian","","407.6","398.3","88349","-5.241667","42.849998","Emsian","Emsian","Emsian","Emsian"
"1656124","occ","","","235101","Radiaspis sp.","genus","19826","","Radiaspis","genus","19826","Early Emsian","","407.6","398.3","88349","-5.241667","42.849998","Emsian","Emsian","Emsian","Emsian"
"1656125","occ","","","235101","Platyscutellum sp.","genus","19657","","Platyscutellum","genus","19657","Early Emsian","","407.6","398.3","88349","-5.241667","42.849998","Emsian","Emsian","Emsian","Emsian"
"1656126","occ","","","235101","Kolihapeltis sp.","genus","19593","","Kolihapeltis","genus","19593","Early Emsian","","407.6","398.3","88349","-5.241667","42.849998","Emsian","Emsian","Emsian","Emsian"
"1656127","occ","","","235101","""Scutellum"" sp. l informal","species","19684","species not entered","Scutellum","genus","19684","Early Emsian","","407.6","398.3","88349","-5.241667","42.849998","Emsian","Emsian","Emsian","Emsian"
"1656217","occ","","","235123","Phacops (Trirnerocephalus) mastophthalmus","species","444372","recombined as","Trimerocephalus mastophthalmus","species","444372","Early Famennian","","372.2","368.5","21937","7.733333","51.383331","Famennian","Famennian","Famennian","Famennian"
"1656218","occ","","","235124","Archegonus ? (Phillibole) beulensis","species","492144","recombined as","Waribole beulensis","species","492143","Late Famennian","","365.3","358.9","83919","4.283333","47.166668","Famennian","Famennian","Famennian","Famennian"
"1656219","occ","","","235124","Archegonus (Waribole) pauli","species","492150","recombined as","Pseudowaribole octofera pauli","subspecies","492149","Late Famennian","","365.3","358.9","83919","4.283333","47.166668","Famennian","Famennian","Famennian","Famennian"
"1656231","occ","","","235126","Trimerocephalus mastophthalmus","species","444373","","Trimerocephalus mastophthalmus","species","444372","Early Famennian","","372.2","368.5","61856","8.633333","51.433334","Famennian","Famennian","Famennian","Famennian"
"1656311","occ","","","235135","Trilobita indet.","class","19100","","Trilobita","class","19100","Eifelian","","393.3","387.7","88579","5.016667","50.099998","Eifelian","Eifelian","Eifelian","Eifelian"
"1656333","occ","","","235139","Trilobita indet.","class","19100","","Trilobita","class","19100","Early Givetian","","387.7","385.9","88579","5.016667","50.099998","Givetian","Givetian","Givetian","Givetian"
"1656386","occ","","","235145","Trilobita indet.","class","19100","","Trilobita","class","19100","Late Eifelian","","390.3","387.7","88579","5.016667","50.099998","Eifelian","Eifelian","Eifelian","Eifelian"
"1656484","occ","","","235165","Comura bergica","species","21500","species not entered","Asteropyge (Comura)","subgenus","21500","Late Eifelian","","390.3","387.7","88595","7.550000","51.033333","Eifelian","Eifelian","Eifelian","Eifelian"
"1656488","occ","","","235165","Trilobita indet.","class","19100","","Trilobita","class","19100","Late Eifelian","","390.3","387.7","88595","7.550000","51.033333","Eifelian","Eifelian","Eifelian","Eifelian"
"1656489","occ","","","235166","Comura viator","species","492322","recombined as","Gudralisium viator","species","492321","Late Eifelian","","390.3","387.7","88595","7.550000","51.033333","Eifelian","Eifelian","Eifelian","Eifelian"
"1656490","occ","","","235166","Geesops brunopauli","species","492315","","Geesops brunopauli","species","492315","Late Eifelian","","390.3","387.7","88595","7.550000","51.033333","Eifelian","Eifelian","Eifelian","Eifelian"
"1656506","occ","","","235167","Comura viator","species","492322","recombined as","Gudralisium viator","species","492321","Late Eifelian","","390.3","387.7","88595","7.550000","51.033333","Eifelian","Eifelian","Eifelian","Eifelian"
"1656507","occ","","","235167","Cornuproetus meinkenbrachtensis","species","469183","obsolete variant of","Cornuproetus (Cornuproetus) meinkenbrachtensis","species","469183","Late Eifelian","","390.3","387.7","88595","7.550000","51.033333","Eifelian","Eifelian","Eifelian","Eifelian"
"1656508","occ","","","235167","Geesops aff. brunopauli","species","492315","","Geesops brunopauli","species","492315","Late Eifelian","","390.3","387.7","88595","7.550000","51.033333","Eifelian","Eifelian","Eifelian","Eifelian"
"1656509","occ","","","235167","Pedinopariops eurycaulus","species","492316","recombined as","Pedinopariops (Hypsipariops) eurycaulus","species","492316","Late Eifelian","","390.3","387.7","88595","7.550000","51.033333","Eifelian","Eifelian","Eifelian","Eifelian"
"1656521","occ","","","235168","Comura cf. viator","species","492322","recombined as","Gudralisium viator","species","492321","Late Eifelian","","390.3","387.7","88595","7.550000","51.033333","Eifelian","Eifelian","Eifelian","Eifelian"
"1656522","occ","","","235168","Cornuproetus meinkenbrachiensis","species","21128","species not entered","Cornuproetus","genus","21128","Late Eifelian","","390.3","387.7","88595","7.550000","51.033333","Eifelian","Eifelian","Eifelian","Eifelian"
"1656523","occ","","","235168","Gerastos cf. prox","species","431622","","Gerastos prox","species","431621","Late Eifelian","","390.3","387.7","88595","7.550000","51.033333","Eifelian","Eifelian","Eifelian","Eifelian"
"1656524","occ","","","235169","Dohmiella chamaeleo","species","468063","","Dohmiella chamaeleo","species","468062","Late Eifelian","","390.3","387.7","88595","7.683333","51.283333","Eifelian","Eifelian","Eifelian","Eifelian"
"1656525","occ","","","235169","Harpes macrocephalus","species","313562","","Harpes macrocephalus","species","313562","Late Eifelian","","390.3","387.7","88595","7.683333","51.283333","Eifelian","Eifelian","Eifelian","Eifelian"
"1656526","occ","","","235169","Phacops latifrons","species","472131","","Phacops latifrons","species","472131","Late Eifelian","","390.3","387.7","88595","7.683333","51.283333","Eifelian","Eifelian","Eifelian","Eifelian"
